---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|DATE_TIME        |WEEK   |DAY|DATE_     |TIME    |HOUR|EVENT                             |WAITED_SECONDS|WAITED_MINUTES|WAITED_HOURS|ACTIVE_SESSIONS|WAITS  |AVG_MS    |INST_ID|OBJECT_NAMES                                                                                                                                               |
|2019-04-16  21 ->|2019-16|Tue|2019-04-16|21:00:00|21  |log buffer space                  |         5.000|            83|1.39        |1.38           |6120   |816.97    |      1|                                                                                                                                                           |
|2019-04-16  21 ->|2019-16|Tue|2019-04-16|21:00:00|21  |CPU                               |         4.355|            73|1.21        |1.2            |       |          |      1|/BIC/FZRTABR90,3434400,9%;/BIC/FZFIGLR07,2076080,5%                                                                                                        |
|2019-04-16  21 ->|2019-16|Tue|2019-04-16|21:00:00|21  |log file sync                     |         3.784|            63|1.05        |1.05           |34017  |111.23    |      1|I_OBJ1,1967904,63%;SEG$,487008,16%                                                                                                                         |
|2019-04-16  20 ->|2019-16|Tue|2019-04-16|20:00:00|20  |direct path read                  |        33.911|           565|9.42        |9.51           |847113 |40.03     |      1|/BIC/FZRTABR90,6868654,16%;/BIC/FZRTABR90,3521180,8%;/BIC/FZRTABR90,2151916,5%                                                                             |
|2019-04-16  20 ->|2019-16|Tue|2019-04-16|20:00:00|20  |OTHER                             |         8.779|           146|2.44        |2.46           |       |          |      1|                                                                                                                                                           |
|2019-04-16  20 ->|2019-16|Tue|2019-04-16|20:00:00|20  |log buffer space                  |         6.633|           111|1.84        |1.86           |7886   |841.16    |      1|                                                                                                                                                           |
|2019-04-16  20 ->|2019-16|Tue|2019-04-16|20:00:00|20  |CPU                               |         6.117|           102|1.7         |1.72           |       |          |      1|/BIC/FZRTABR90,6868864,12%;/BIC/FZRTABR90,3521408,6%                                                                                                       |
|2019-04-16  20 ->|2019-16|Tue|2019-04-16|20:00:00|20  |log file sync                     |         3.992|            67|1.11        |1.12           |32498  |122.85    |      1|I_OBJ1,2004992,55%;SEG$,510352,14%                                                                                                                         |
|2019-04-16  19 ->|2019-16|Tue|2019-04-16|19:00:00|19  |direct path read                  |        38.259|           638|10.63       |10.56          |931690 |41.06     |      1|/BIC/FZRTABR90,7925370,16%;/BIC/FZRTABR90,4062900,8%;/BIC/FZRTABR90,2482980,5%                                                                             |
|2019-04-16  19 ->|2019-16|Tue|2019-04-16|19:00:00|19  |log buffer space                  |         8.292|           138|2.3         |2.29           |10022  |827.37    |      1|                                                                                                                                                           |
|2019-04-16  19 ->|2019-16|Tue|2019-04-16|19:00:00|19  |CPU                               |         7.296|           122|2.03        |2.01           |       |          |      1|/BIC/FZRTABR90,7925632,12%;/BIC/FZRTABR90,4063344,6%                                                                                                       |
|2019-04-16  19 ->|2019-16|Tue|2019-04-16|19:00:00|19  |OTHER                             |         7.259|           121|2.02        |2              |       |          |      1|                                                                                                                                                           |
|2019-04-16  19 ->|2019-16|Tue|2019-04-16|19:00:00|19  |log file sync                     |         4.327|            72|1.2         |1.19           |34399  |125.8     |      1|I_OBJ1,2196336,56%;SEG$,559920,14%                                                                                                                         |
|2019-04-16  19 ->|2019-16|Tue|2019-04-16|19:00:00|19  |enq: CR - block range reuse ckpt  |         3.740|            62|1.04        |1.03           |56438  |66.27     |      1|                                                                                                                                                           |
|2019-04-16  18 ->|2019-16|Tue|2019-04-16|18:00:00|18  |direct path read                  |        39.468|           658|10.96       |11.08          |935889 |42.17     |      1|/BIC/FZRTABR90,5811176,12%;/BIC/FZFIGLR07,3262358,7%;/BIC/FZRTABR90,2979334,6%                                                                             |
|2019-04-16  18 ->|2019-16|Tue|2019-04-16|18:00:00|18  |log buffer space                  |        10.118|           169|2.81        |2.84           |11470  |882.13    |      1|                                                                                                                                                           |
|2019-04-16  18 ->|2019-16|Tue|2019-04-16|18:00:00|18  |OTHER                             |         8.236|           137|2.29        |2.31           |       |          |      1|                                                                                                                                                           |
|2019-04-16  18 ->|2019-16|Tue|2019-04-16|18:00:00|18  |CPU                               |         6.854|           114|1.9         |1.92           |       |          |      1|/BIC/FZRTABR90,5811872,10%;/BIC/FZFIGLR07,3262624,6%;/BIC/FZRTABR90,2979584,5%                                                                             |
|2019-04-16  18 ->|2019-16|Tue|2019-04-16|18:00:00|18  |enq: CR - block range reuse ckpt  |         6.125|           102|1.7         |1.72           |56375  |108.65    |      1|                                                                                                                                                           |
|2019-04-16  18 ->|2019-16|Tue|2019-04-16|18:00:00|18  |log file sync                     |         5.887|            98|1.64        |1.65           |30482  |193.12    |      1|I_OBJ1,2499120,67%;SEG$,578800,16%                                                                                                                         |
|2019-04-16  17 ->|2019-16|Tue|2019-04-16|17:00:00|17  |direct path read                  |        50.525|           842|14.03       |13.93          |1094665|46.16     |      1|/BIC/FZRTABR90,6867636,14%;/BIC/FZRTABR90,3521054,7%;/BIC/FZFIGLR07,2965780,6%                                                                             |
|2019-04-16  17 ->|2019-16|Tue|2019-04-16|17:00:00|17  |OTHER                             |        12.670|           211|3.52        |3.49           |       |          |      1|                                                                                                                                                           |
|2019-04-16  17 ->|2019-16|Tue|2019-04-16|17:00:00|17  |log buffer space                  |         7.173|           120|1.99        |1.98           |9137   |785.03    |      1|                                                                                                                                                           |
|2019-04-16  17 ->|2019-16|Tue|2019-04-16|17:00:00|17  |CPU                               |         6.787|           113|1.89        |1.87           |       |          |      1|/BIC/FZRTABR90,6868880,11%;/BIC/FZRTABR90,3521328,6%                                                                                                       |
|2019-04-16  17 ->|2019-16|Tue|2019-04-16|17:00:00|17  |log file sync                     |         6.068|           101|1.69        |1.67           |32730  |185.41    |      1|I_OBJ1,3795952,66%;SEG$,636768,11%                                                                                                                         |
|2019-04-16  16 ->|2019-16|Tue|2019-04-16|16:00:00|16  |direct path read                  |        42.041|           701|11.68       |11.6           |898942 |46.77     |      1|/BIC/FZRTABR90,6867764,16%;/BIC/FZRTABR90,3521180,8%;/BIC/FZRTABR90,2151663,5%                                                                             |
|2019-04-16  16 ->|2019-16|Tue|2019-04-16|16:00:00|16  |log buffer space                  |         8.967|           149|2.49        |2.47           |10431  |859.6     |      1|                                                                                                                                                           |
|2019-04-16  16 ->|2019-16|Tue|2019-04-16|16:00:00|16  |CPU                               |         6.583|           110|1.83        |1.82           |       |          |      1|/BIC/FZRTABR90,6868896,12%;/BIC/FZRTABR90,3519936,6%                                                                                                       |
|2019-04-16  16 ->|2019-16|Tue|2019-04-16|16:00:00|16  |log file sync                     |         6.521|           109|1.81        |1.8            |65733  |99.21     |      1|I_OBJ1,2772368,52%;SEG$,551936,10%                                                                                                                         |
|2019-04-16  16 ->|2019-16|Tue|2019-04-16|16:00:00|16  |OTHER                             |         6.218|           104|1.73        |1.72           |       |          |      1|                                                                                                                                                           |
|2019-04-16  16 ->|2019-16|Tue|2019-04-16|16:00:00|16  |db file sequential read           |         5.499|            92|1.53        |1.52           |697086 |7.89      |      1|/BIC/FZRTABR90,6867764,16%;/BIC/FZRTABR90,3521054,8%                                                                                                       |
|2019-04-16  16 ->|2019-16|Tue|2019-04-16|16:00:00|16  |enq: CR - block range reuse ckpt  |         4.384|            73|1.22        |1.21           |60628  |72.31     |      1|                                                                                                                                                           |
|2019-04-16  15 ->|2019-16|Tue|2019-04-16|15:00:00|15  |direct path read                  |        25.956|           433|7.21        |7.29           |688735 |37.69     |      1|/BIC/FZRTABR90,10302855,16%;/BIC/FZRTABR90,5281770,8%;/BIC/FZRTABR90,3227874,5%                                                                            |
|2019-04-16  15 ->|2019-16|Tue|2019-04-16|15:00:00|15  |log buffer space                  |         6.078|           101|1.69        |1.71           |7849   |774.41    |      1|                                                                                                                                                           |
|2019-04-16  15 ->|2019-16|Tue|2019-04-16|15:00:00|15  |log file sync                     |         5.510|            92|1.53        |1.55           |76059  |72.44     |      1|/BIC/B0000208000,1075104,16%;/BIC/AZFIGLD2040,983968,15%;/BIC/AZFIGLA0100,977776,15%;/BIC/B0000208000~0,587024,9%;/BIC/B0001847000,533056,8%               |
|2019-04-16  15 ->|2019-16|Tue|2019-04-16|15:00:00|15  |CPU                               |         5.500|            92|1.53        |1.54           |       |          |      1|/BIC/FZRTABR90,10303216,12%;/BIC/FZRTABR90,5282160,6%                                                                                                      |
|2019-04-16  15 ->|2019-16|Tue|2019-04-16|15:00:00|15  |db file sequential read           |         4.282|            71|1.19        |1.2            |635636 |6.74      |      1|/BIC/FZRTABR90,10302981,16%;/BIC/FZRTABR90,5281770,8%;/BIC/FZRTABR90,3227874,5%                                                                            |
|2019-04-16  15 ->|2019-16|Tue|2019-04-16|15:00:00|15  |OTHER                             |         4.116|            69|1.14        |1.16           |       |          |      1|                                                                                                                                                           |
|2019-04-16  14 ->|2019-16|Tue|2019-04-16|14:00:00|14  |log file sync                     |         5.148|            86|1.43        |1.42           |412156 |12.49     |      1|NRIV,1021520,29%;/BIC/FZFIGLR08,286368,8%                                                                                                                  |
|2019-04-16  14 ->|2019-16|Tue|2019-04-16|14:00:00|14  |direct path read                  |         4.208|            70|1.17        |1.16           |121338 |34.68     |      1|/BIC/FZRTABR02,1042370,32%;/BIC/FZFIGLR08,733838,22%;/BIC/FZFIGLR08,591752,18%;/BIC/FZRTABR02,462396,14%;/BIC/FZFIGLR08,430486,13%                         |
|2019-04-16  14 ->|2019-16|Tue|2019-04-16|14:00:00|14  |NETWORK                           |         2.483|            41|.69         |.69            |6207249|.4        |      1|                                                                                                                                                           |
|2019-04-16  14 ->|2019-16|Tue|2019-04-16|14:00:00|14  |CPU                               |         1.978|            33|.55         |.55            |       |          |      1|/BI0/SPSM_AWKEY~0,2413392,7%;/BI0/SAC_DOC_NO~0,2399600,7%;NRIV~0,1755792,5%                                                                                |
|2019-04-16  14 ->|2019-16|Tue|2019-04-16|14:00:00|14  |OTHER                             |         1.650|            27|.46         |.46            |       |          |      1|                                                                                                                                                           |
|2019-04-16  14 ->|2019-16|Tue|2019-04-16|14:00:00|14  |db file sequential read           |         1.200|            20|.33         |.33            |1970132|.61       |      1|/BIC/FZRTABR02,1042370,31%;/BIC/FZFIGLR08,733838,22%;/BIC/FZFIGLR08,591753,18%;/BIC/FZRTABR02,462396,14%;/BIC/FZFIGLR08,430487,13%                         |
|2019-04-16  13 ->|2019-16|Tue|2019-04-16|13:00:00|13  |direct path read                  |        15.817|           264|4.39        |4.37           |409605 |38.62     |      1|/BIC/FZRTABR90,3434327,14%;/BIC/FZFIGLR07,1927757,8%;/BIC/FZRTABR90,1760590,7%;/BIC/FZFIGLR07,1243411,5%                                                   |
|2019-04-16  13 ->|2019-16|Tue|2019-04-16|13:00:00|13  |log file sync                     |        11.022|           184|3.06        |3.05           |108388 |101.69    |      1|/BIC/B0001847000,3592416,20%;/BIC/AZFIGLD2000~0,2785680,16%;/BIC/AZFIGLD2000,2777296,16%;/BIC/AZFIGLD2040,1894784,11%;/BIC/AZFIGLA0100,1887760,11%         |
|2019-04-16  13 ->|2019-16|Tue|2019-04-16|13:00:00|13  |log buffer space                  |         4.816|            80|1.34        |1.33           |6337   |759.99    |      1|                                                                                                                                                           |
|2019-04-16  13 ->|2019-16|Tue|2019-04-16|13:00:00|13  |CPU                               |         4.300|            72|1.19        |1.19           |       |          |      1|/BIC/B0001847000,7090384,11%;SEG$,6728816,10%;/BIC/AZFIGLD2000~0,6444512,10%;/BIC/AZFIGLD2040,4002336,6%;/BIC/AZFIGLA0100,3793072,6%                       |
|2019-04-16  13 ->|2019-16|Tue|2019-04-16|13:00:00|13  |db file sequential read           |         3.711|            62|1.03        |1.03           |894483 |4.15      |      1|/BIC/FZRTABR90,3434201,14%;/BIC/FZFIGLR07,1927760,8%;/BIC/FZRTABR90,1760590,7%;/BIC/FZFIGLR07,1243412,5%                                                   |
|2019-04-16  13 ->|2019-16|Tue|2019-04-16|13:00:00|13  |OTHER                             |         2.623|            44|.73         |.72            |       |          |      1|                                                                                                                                                           |
|2019-04-16  12 ->|2019-16|Tue|2019-04-16|12:00:00|12  |log file sync                     |         4.872|            81|1.35        |1.37           |670806 |7.26      |      1|NRIV,1866928,11%;/BIC/B0000208000,1664400,10%;I_OBJ1,1518832,9%;/BIC/B0000208000~0,895152,5%                                                               |
|2019-04-16  12 ->|2019-16|Tue|2019-04-16|12:00:00|12  |direct path read                  |         2.239|            37|.62         |.63            |68536  |32.66     |      1|/BIC/FZRTABR02,1043504,100%                                                                                                                                |
|2019-04-16  12 ->|2019-16|Tue|2019-04-16|12:00:00|12  |NETWORK                           |         1.839|            31|.51         |.52            |4597735|.4        |      1|                                                                                                                                                           |
|2019-04-16  12 ->|2019-16|Tue|2019-04-16|12:00:00|12  |CPU                               |         1.649|            27|.46         |.46            |       |          |      1|/BIC/DZRTABR90B~01,4929616,8%;NRIV~0,3117184,5%                                                                                                            |
|2019-04-16  12 ->|2019-16|Tue|2019-04-16|12:00:00|12  |db file sequential read           |           832|            14|.23         |.23            |586382 |1.42      |      1|/BIC/FZRTABR02,1043504,73%;/BIC/B0000208000,316079,22%                                                                                                     |
|2019-04-16  12 ->|2019-16|Tue|2019-04-16|12:00:00|12  |enq: CR - block range reuse ckpt  |           794|            13|.22         |.22            |39136  |20.3      |      1|                                                                                                                                                           |
|2019-04-16  12 ->|2019-16|Tue|2019-04-16|12:00:00|12  |enq: TX - row lock contention     |           775|            13|.22         |.22            |345379 |2.24      |      1|NRIV,338451,98%                                                                                                                                            |
|2019-04-16  12 ->|2019-16|Tue|2019-04-16|12:00:00|12  |OTHER                             |           587|            10|.16         |.17            |       |          |      1|                                                                                                                                                           |
|2019-04-16  11 ->|2019-16|Tue|2019-04-16|11:00:00|11  |CPU                               |           122|             2|.03         |.03            |       |          |      1|TBTCO,592208,26%;/BI0/E0FIGL_C10~04,368752,16%;/BI0/E0FIGL_C10,269184,12%;TBTCP~0,168464,7%;RSSELDONE,125008,5%                                            |
|2019-04-16  11 ->|2019-16|Tue|2019-04-16|11:00:00|11  |db file sequential read           |            69|             1|.02         |.02            |172937 |.4        |      1|TBTCP,1006,55%;TBTCP~0,741,40%                                                                                                                             |
|2019-04-16  11 ->|2019-16|Tue|2019-04-16|11:00:00|11  |NETWORK                           |            47|             1|.01         |.01            |116771 |.4        |      1|                                                                                                                                                           |
|2019-04-16  11 ->|2019-16|Tue|2019-04-16|11:00:00|11  |OTHER                             |            26|             0|.01         |.01            |       |          |      1|                                                                                                                                                           |
|2019-04-16  11 ->|2019-16|Tue|2019-04-16|11:00:00|11  |log file sync                     |            23|             0|.01         |.01            |3723   |6.08      |      1|SEG$,3968,35%;TBTCO~9,1232,11%;TBTCO~8,1168,10%;TBTCO,928,8%                                                                                               |
|2019-04-16  10 ->|2019-16|Tue|2019-04-16|10:00:00|10  |CPU                               |           119|             2|.03         |.03            |       |          |      1|/BIC/EZAGC0102,375392,23%;/BI0/E0FIGL_C10~P,293648,18%                                                                                                     |
|2019-04-16  10 ->|2019-16|Tue|2019-04-16|10:00:00|10  |db file scattered read            |            54|             1|.02         |.02            |8427   |6.43      |      1|                                                                                                                                                           |
|2019-04-16  10 ->|2019-16|Tue|2019-04-16|10:00:00|10  |db file sequential read           |            28|             0|.01         |.01            |14701  |1.9       |      1|/BI0/E0FIGL_C10~P,293582,89%;/BIC/EZAGC0102,33899,10%                                                                                                      |
|2019-04-16  10 ->|2019-16|Tue|2019-04-16|10:00:00|10  |NETWORK                           |            24|             0|.01         |.01            |60747  |.4        |      1|                                                                                                                                                           |
|2019-04-16  10 ->|2019-16|Tue|2019-04-16|10:00:00|10  |OTHER                             |            13|             0|0           |0              |       |          |      1|                                                                                                                                                           |
|2019-04-16  09 ->|2019-16|Tue|2019-04-16|09:00:00|09  |direct path read                  |         7.158|           119|1.99        |1.98           |192241 |37.23     |      1|/BIC/FZRTABR90,3434201,16%;/BIC/FZRTABR90,1760590,8%;/BIC/FZRTABR90,1075958,5%                                                                             |
|2019-04-16  09 ->|2019-16|Tue|2019-04-16|09:00:00|09  |CPU                               |         2.419|            40|.67         |.67            |       |          |      1|/BIC/FZRTABR90,3434384,12%;/BI0/E0FIGL_C10,2611584,9%;/BIC/FZRTABR90,1760752,6%                                                                            |
|2019-04-16  09 ->|2019-16|Tue|2019-04-16|09:00:00|09  |db file sequential read           |         1.717|            29|.48         |.48            |844956 |2.03      |      1|/BIC/FZRTABR90,3434327,16%;/BIC/FZRTABR90,1760593,8%;/BIC/FZRTABR90,1075959,5%                                                                             |
|2019-04-16  09 ->|2019-16|Tue|2019-04-16|09:00:00|09  |log buffer space                  |         1.712|            29|.48         |.47            |2143   |799       |      1|                                                                                                                                                           |
|2019-04-16  09 ->|2019-16|Tue|2019-04-16|09:00:00|09  |OTHER                             |         1.394|            23|.39         |.39            |       |          |      1|                                                                                                                                                           |
|2019-04-16  09 ->|2019-16|Tue|2019-04-16|09:00:00|09  |log file sync                     |           973|            16|.27         |.27            |157644 |6.18      |      1|NRIV,429856,50%;/BIC/DZRTABR90B~01,135472,16%;/BIC/DZRTABR90B~10,128736,15%;/BIC/FZRTABR90,49856,6%                                                        |
|2019-04-16  08 ->|2019-16|Tue|2019-04-16|08:00:00|08  |log file sync                     |         6.397|           107|1.78        |1.77           |916272 |6.98      |      1|NRIV,3367280,21%;/BIC/DZRTABR90B~01,991872,6%;/BIC/DZRTABR90B~08,950720,6%;/BIC/DZRTABR90B~09,944880,6%;/BIC/DZRTABR90B~05,944832,6%                       |
|2019-04-16  08 ->|2019-16|Tue|2019-04-16|08:00:00|08  |enq: TX - row lock contention     |         4.278|            71|1.19        |1.18           |1602872|2.67      |      1|NRIV,1602852,100%                                                                                                                                          |
|2019-04-16  08 ->|2019-16|Tue|2019-04-16|08:00:00|08  |NETWORK                           |         2.433|            41|.68         |.67            |6082172|.4        |      1|                                                                                                                                                           |
|2019-04-16  08 ->|2019-16|Tue|2019-04-16|08:00:00|08  |CPU                               |         1.308|            22|.36         |.36            |       |          |      1|/BIC/DZRTABR90B~01,11200944,17%;NRIV,6082880,9%;NRIV~0,5371472,8%;/BIC/DZRTABR90B~09,3781072,6%;/BIC/DZRTABR90B~08,3695776,5%                              |
|2019-04-16  08 ->|2019-16|Tue|2019-04-16|08:00:00|08  |OTHER                             |           237|             4|.07         |.07            |       |          |      1|                                                                                                                                                           |
|2019-04-16  07 ->|2019-16|Tue|2019-04-16|07:00:00|07  |log file sync                     |         4.082|            68|1.13        |1.15           |655368 |6.23      |      1|NRIV,2344480,21%;/BIC/DZRTABR90B~01,712400,6%;/BIC/DZRTABR90B~02,675280,6%;/BIC/DZRTABR90B~11,674800,6%;/BIC/DZRTABR90B~07,674368,6%                       |
|2019-04-16  07 ->|2019-16|Tue|2019-04-16|07:00:00|07  |enq: TX - row lock contention     |         2.321|            39|.64         |.65            |862260 |2.69      |      1|NRIV,862293,100%                                                                                                                                           |
|2019-04-16  07 ->|2019-16|Tue|2019-04-16|07:00:00|07  |NETWORK                           |         1.895|            32|.53         |.53            |4737859|.4        |      1|                                                                                                                                                           |
|2019-04-16  07 ->|2019-16|Tue|2019-04-16|07:00:00|07  |CPU                               |           838|            14|.23         |.24            |       |          |      1|/BIC/DZRTABR90B~01,7237408,15%;NRIV,3860288,8%;NRIV~0,3643088,7%;/BIC/DZRTABR90B~09,2651200,5%;/BIC/DZRTABR90B~05,2643504,5%                               |
|2019-04-16  07 ->|2019-16|Tue|2019-04-16|07:00:00|07  |OTHER                             |           111|             2|.03         |.03            |       |          |      1|                                                                                                                                                           |
|2019-04-16  06 ->|2019-16|Tue|2019-04-16|06:00:00|06  |log file sync                     |        16.686|           278|4.64        |4.61           |1029557|16.21     |      1|NRIV,3013072,26%;/BIC/DZRTABR90B~01,591888,5%                                                                                                              |
|2019-04-16  06 ->|2019-16|Tue|2019-04-16|06:00:00|06  |direct path read                  |        11.381|           190|3.16        |3.14           |198072 |57.46     |      1|/BIC/FZFIGLR07,889734,20%;/BIC/FZRTABR02,664048,15%;/BIC/FZFIGLR08,634020,14%;/BIC/FZFIGLR07,573882,13%;/BIC/FZFIGLR07,550182,12%                          |
|2019-04-16  06 ->|2019-16|Tue|2019-04-16|06:00:00|06  |OTHER                             |         5.775|            96|1.6         |1.59           |       |          |      1|                                                                                                                                                           |
|2019-04-16  06 ->|2019-16|Tue|2019-04-16|06:00:00|06  |log buffer space                  |         3.613|            60|1           |1              |3031   |1191.87   |      1|                                                                                                                                                           |
|2019-04-16  06 ->|2019-16|Tue|2019-04-16|06:00:00|06  |CPU                               |         3.289|            55|.91         |.91            |       |          |      1|/BIC/DZRTABR90B~01,5582352,10%;NRIV~0,4975696,9%;NRIV,4661760,8%                                                                                           |
|2019-04-16  06 ->|2019-16|Tue|2019-04-16|06:00:00|06  |NETWORK                           |         3.216|            54|.89         |.89            |8040710|.4        |      1|                                                                                                                                                           |
|2019-04-16  05 ->|2019-16|Tue|2019-04-16|05:00:00|05  |direct path read                  |        17.055|           284|4.74        |4.72           |256064 |66.6      |      1|/BIC/FZFIGLR07,1186312,61%;/BIC/AZRTABW0140,360520,19%;/BIC/AZFIGLD2040,201231,10%;/BIC/FZRTABR03,182617,9%                                                |
|2019-04-16  05 ->|2019-16|Tue|2019-04-16|05:00:00|05  |log file sync                     |        12.487|           208|3.47        |3.45           |124436 |100.35    |      1|I_OBJ1,2013008,10%;/BIC/AZRTABA0100,1874752,10%;/BIC/B0001904000,1866272,10%;/BIC/AZRTABW0100~0,1444656,7%;/BIC/B0001906000,1066816,5%                     |
|2019-04-16  05 ->|2019-16|Tue|2019-04-16|05:00:00|05  |OTHER                             |         7.433|           124|2.06        |2.06           |       |          |      1|                                                                                                                                                           |
|2019-04-16  05 ->|2019-16|Tue|2019-04-16|05:00:00|05  |CPU                               |         3.312|            55|.92         |.92            |       |          |      1|SEG$,7210288,11%;/BIC/AZRTABW0100~0,3733104,6%;/BIC/AZRTABA0100,3715408,6%;/BIC/B0001904000,3642672,6%                                                     |
|2019-04-16  05 ->|2019-16|Tue|2019-04-16|05:00:00|05  |enq: CR - block range reuse ckpt  |         2.186|            36|.61         |.6             |55812  |39.17     |      1|                                                                                                                                                           |
|2019-04-16  04 ->|2019-16|Tue|2019-04-16|04:00:00|04  |NETWORK                           |         1.011|            17|.28         |.28            |2527851|.4        |      1|                                                                                                                                                           |
|2019-04-16  04 ->|2019-16|Tue|2019-04-16|04:00:00|04  |CPU                               |           625|            10|.17         |.17            |       |          |      1|RSSTATMANPSA,8198528,24%;/BI0/HPLANT~0,3890256,11%;TBTCO,2888208,8%;/BI0/HPLANT,2797664,8%;/BI0/IPLANT~001,2044592,6%                                      |
|2019-04-16  04 ->|2019-16|Tue|2019-04-16|04:00:00|04  |db file sequential read           |           594|            10|.16         |.16            |266340 |2.23      |      1|RSMONMESS,25246,24%;RSSTATMANREQMAP,14233,13%;RSMONMESS~AU1,12569,12%;RSREQDONE,12525,12%;RSSTATMANREQMAP~PT,7660,7%                                       |
|2019-04-16  04 ->|2019-16|Tue|2019-04-16|04:00:00|04  |log file sync                     |           570|             9|.16         |.16            |69276  |8.22      |      1|/BI0/HPLANT,2549648,35%;/BI0/HPLANT~0,1301056,18%;/BI0/IPLANT,1252672,17%;/BI0/IPLANT~001,763120,11%;/BI0/HPLANT~PAR,518752,7%                             |
|2019-04-16  04 ->|2019-16|Tue|2019-04-16|04:00:00|04  |OTHER                             |           308|             5|.09         |.09            |       |          |      1|                                                                                                                                                           |
|2019-04-16  03 ->|2019-16|Tue|2019-04-16|03:00:00|03  |CPU                               |            16|             0|0           |0              |       |          |      1|TBTCO~9,63472,19%;TBTCP~0,54144,16%;TBTCO,45264,14%;TBTCP,33616,10%;RSPCPROCESSLOG,18272,5%                                                                |
|2019-04-16  03 ->|2019-16|Tue|2019-04-16|03:00:00|03  |NETWORK                           |            10|             0|0           |0              |25693  |.4        |      1|                                                                                                                                                           |
|2019-04-16  03 ->|2019-16|Tue|2019-04-16|03:00:00|03  |OTHER                             |             3|             0|0           |0              |       |          |      1|                                                                                                                                                           |
|2019-04-16  03 ->|2019-16|Tue|2019-04-16|03:00:00|03  |log file sync                     |             3|             0|0           |0              |678    |4.56      |      1|TBTCO~9,416,21%;TBTCO~8,304,15%;TBTCO,288,15%;TBTCO~3,272,14%;TBTCP,176,9%                                                                                 |
|2019-04-16  02 ->|2019-16|Tue|2019-04-16|02:00:00|02  |CPU                               |            18|             0|0           |0              |       |          |      1|TBTCP~0,63440,20%;TBTCO,46096,15%;TBTCO~9,36544,12%;TBTCP,23408,7%                                                                                         |
|2019-04-16  02 ->|2019-16|Tue|2019-04-16|02:00:00|02  |NETWORK                           |             8|             0|0           |0              |19394  |.4        |      1|                                                                                                                                                           |
|2019-04-16  02 ->|2019-16|Tue|2019-04-16|02:00:00|02  |db file sequential read           |             7|             0|0           |0              |3072   |2.21      |      1|/BIC/FZRTABR90,2284,95%                                                                                                                                    |
|2019-04-16  02 ->|2019-16|Tue|2019-04-16|02:00:00|02  |log file sync                     |             4|             0|0           |0              |721    |5.22      |      1|I_H_OBJ#_COL#,560,19%;TBTCO~3,416,14%;TBTCO~9,384,13%;TBTCO~8,320,11%;COLTYPE$,288,10%                                                                     |
|2019-04-16  02 ->|2019-16|Tue|2019-04-16|02:00:00|02  |OTHER                             |             3|             0|0           |0              |       |          |      1|                                                                                                                                                           |
|2019-04-16  01 ->|2019-16|Tue|2019-04-16|01:00:00|01  |CPU                               |         2.150|            36|.6          |.6             |       |          |      1|/BIC/AZRTABA0100,10324032,51%;/BIC/B0000208000,4341632,22%;IND$,1444640,7%                                                                                 |
|2019-04-16  01 ->|2019-16|Tue|2019-04-16|01:00:00|01  |db file scattered read            |         1.519|            25|.42         |.42            |125402 |12.11     |      1|I_OBJ5,6,86%;TBTCO~0,1,14%                                                                                                                                 |
|2019-04-16  01 ->|2019-16|Tue|2019-04-16|01:00:00|01  |OTHER                             |           414|             7|.11         |.11            |       |          |      1|                                                                                                                                                           |
|2019-04-16  00 ->|2019-16|Tue|2019-04-16|00:00:00|00  |CPU                               |         2.500|            42|.69         |.69            |       |          |      1|/BIC/AZRTABA0100,9266832,58%                                                                                                                               |
|2019-04-16  00 ->|2019-16|Tue|2019-04-16|00:00:00|00  |db file scattered read            |         1.291|            22|.36         |.36            |95960  |13.45     |      1|TBTCO~3,1,10%;/BIC/B0001904000,1,10%;/BIC/B0001904000,1,10%;/BIC/B0001904000,1,10%;/BIC/B0001904000,1,10%                                                  |
|2019-04-16  00 ->|2019-16|Tue|2019-04-16|00:00:00|00  |direct path write temp            |           311|             5|.09         |.09            |49209  |6.33      |      1|                                                                                                                                                           |
|2019-04-16  00 ->|2019-16|Tue|2019-04-16|00:00:00|00  |NETWORK                           |           265|             4|.07         |.07            |661803 |.4        |      1|                                                                                                                                                           |
|2019-04-16  00 ->|2019-16|Tue|2019-04-16|00:00:00|00  |OTHER                             |           239|             4|.07         |.07            |       |          |      1|                                                                                                                                                           |
|2019-04-15  23 ->|2019-15|Mon|2019-04-15|23:00:00|23  |CPU                               |         2.678|            45|.74         |.74            |       |          |      1|WRH$_SYSMETRIC_HISTORY_INDEX,499696,5%                                                                                                                     |
|2019-04-15  23 ->|2019-15|Mon|2019-04-15|23:00:00|23  |db file scattered read            |           971|            16|.27         |.27            |78647  |12.34     |      1|/BIC/B0001904000,1,50%;/BIC/B0001904000,1,50%                                                                                                              |
|2019-04-15  23 ->|2019-15|Mon|2019-04-15|23:00:00|23  |OTHER                             |            36|             1|.01         |.01            |       |          |      1|                                                                                                                                                           |
